---------- Thickness Values (um) of PbWhite ----------
row	column	thickness
20	2	0.000000
20	3	0.000000
20	4	0.000000
20	5	0.000000
20	6	0.000000
20	7	4.694599
20	8	3.814249
20	9	6.380092
20	10	6.056691
20	11	5.122829
20	12	4.971843
20	13	3.726814
20	14	3.210012
20	15	1.730131
20	16	4.270576
20	17	5.511684
20	18	5.191166
20	19	4.410225
20	20	2.347205
20	21	5.272693
20	22	4.969551
20	23	4.762508
20	24	4.782860
20	25	3.448349
20	26	3.418780
20	27	4.103318
20	28	4.376208
20	29	3.567368
20	30	4.644154
20	31	5.034351
20	32	7.080868
20	33	6.261739
20	34	5.867868
20	35	5.369928
20	36	3.489240
20	37	5.315468
20	38	5.304000
20	39	6.502736
20	40	8.231138
20	41	8.813343
20	42	5.336827
20	43	5.190163
20	44	4.370431
20	45	3.844239
20	46	1.725386
20	47	4.940243
20	48	7.103312
20	49	5.514733
20	50	5.044807
20	51	3.430383
20	52	3.236326
20	53	5.006705
20	54	4.277814
20	55	6.455165
20	56	4.536403
20	57	8.248194
20	58	3.086779
20	59	3.771922
20	60	3.416119
20	61	5.750254
20	62	7.231878
20	63	5.844170
20	64	6.014772
20	65	6.604578
20	66	4.615687
20	67	6.675104
20	68	4.880574
20	69	3.519156
20	70	0.000000
20	71	0.000000
20	72	0.000000
20	73	0.000000
20	74	0.000000
20	75	0.000000
20	76	0.000000
21	0	0.000000
21	1	0.000000
21	2	0.000000
21	3	0.000000
21	4	1.154957
21	5	3.807322
21	6	4.441983
21	7	3.783263
21	8	6.322847
21	9	1.932193
21	10	4.907797
21	11	4.503026
21	12	4.291725
21	13	2.075024
21	14	4.646537
21	15	5.763235
21	16	0.000000
21	17	5.661057
21	18	6.027412
21	19	5.562442
21	20	4.036520
21	21	4.210524
21	22	4.238108
21	23	5.146464
21	24	4.268791
21	25	3.973734
21	26	2.943232
21	27	4.600943
21	28	4.195903
21	29	6.505861
21	30	3.433436
21	31	7.027029
21	32	3.640933
21	33	7.344325
21	34	5.320152
21	35	6.905652
21	36	3.303353
21	37	8.613036
21	38	5.723123
21	39	5.828220
21	40	5.289235
21	41	6.394851
21	42	8.756370
21	43	5.770231
21	44	5.735255
21	45	5.734514
21	46	2.210836
21	47	4.814381
21	48	5.318763
21	49	6.700937
21	50	4.403656
21	51	3.050928
21	52	3.625232
21	53	5.258655
21	54	4.927997
21	55	5.029739
21	56	5.879860
21	57	4.537984
21	58	7.878108
21	59	8.214789
21	60	3.864785
21	61	4.408525
21	62	5.292052
21	63	8.233570
21	64	3.265116
21	65	8.219888
21	66	4.969369
21	67	3.781806
21	68	3.336541
21	69	3.667353
21	70	0.000000
21	71	7.233930
21	72	0.000000
21	73	0.000000
21	74	0.000000
21	75	0.000000
21	76	0.000000
22	0	0.000000
22	1	0.000000
22	2	0.000000
22	3	0.000000
22	4	1.695042
22	5	1.993583
22	6	3.086536
22	7	5.311348
22	8	4.224209
22	9	1.553945
22	10	3.763722
22	11	2.580657
22	12	4.000442
22	13	5.373788
22	14	2.225878
22	15	4.489309
22	16	5.005314
22	17	3.636776
22	18	3.349884
22	19	3.507213
22	20	2.616870
22	21	3.417647
22	22	1.868631
22	23	4.287513
22	24	4.650807
22	25	1.813549
22	26	4.559454
22	27	2.498378
22	28	5.248988
22	29	4.104049
22	30	3.976069
22	31	5.363952
22	32	3.933730
22	33	4.960574
22	34	2.574430
22	35	3.348095
22	36	5.985988
22	37	4.937687
22	38	5.267912
22	39	5.776170
22	40	10.461472
22	41	6.845380
22	42	5.921831
22	43	5.841331
22	44	3.498730
22	45	4.322590
22	46	4.734306
22	47	5.113779
22	48	3.393159
22	49	5.194423
22	50	9.063889
22	51	4.316912
22	52	2.034877
22	53	5.303584
22	54	4.825508
22	55	3.218307
22	56	4.311536
22	57	4.876966
22	58	7.145758
22	59	4.210573
22	60	2.649729
22	61	7.128848
22	62	3.154050
22	63	4.884312
22	64	7.063763
22	65	4.924228
22	66	7.751437
22	67	5.856016
22	68	4.667124
22	69	4.987687
22	70	2.613296
22	71	0.000000
22	72	0.000000
22	73	0.000000
22	74	0.000000
22	75	0.000000
22	76	0.000000
23	0	0.000000
23	1	0.000000
23	2	0.000000
23	3	0.000000
23	4	2.060836
23	5	0.000000
23	6	3.274593
23	7	0.000000
23	8	4.799748
23	9	3.749338
23	10	3.501486
23	11	3.790245
23	12	4.731554
23	13	2.200423
23	14	3.655078
23	15	3.905006
23	16	4.227415
23	17	2.893295
23	18	5.002803
23	19	4.363698
23	20	5.433942
23	21	2.926636
23	22	5.169953
23	23	3.464362
23	24	0.000000
23	25	5.081012
23	26	3.502811
23	27	4.536773
23	28	5.777233
23	29	5.158045
23	30	4.902365
23	31	4.107236
23	32	5.838321
23	33	7.027029
23	34	7.326060
23	35	7.751437
23	36	6.272015
23	37	3.837652
23	38	5.570113
23	39	7.205776
23	40	7.911928
23	41	9.910928
23	42	6.850974
23	43	6.254258
23	44	2.571383
23	45	2.788736
23	46	5.083473
23	47	3.776103
23	48	3.914579
23	49	5.920969
23	50	5.094207
23	51	3.484622
23	52	5.676513
23	53	2.671322
23	54	3.578589
23	55	5.890906
23	56	6.704587
23	57	5.500084
23	58	5.608899
23	59	7.892834
23	60	6.083833
23	61	6.752122
23	62	4.919904
23	63	6.847445
23	64	9.084505
23	65	8.221255
23	66	7.058319
23	67	3.565068
23	68	4.260796
23	69	2.191707
23	70	5.563439
23	71	5.930807
23	72	0.000000
23	73	0.000000
23	74	0.000000
23	75	0.000000
23	76	0.000000
24	0	0.000000
24	1	0.000000
24	2	0.000000
24	3	0.000000
24	4	0.000000
24	5	0.000000
24	6	1.673071
24	7	1.478546
24	8	3.162489
24	9	0.000000
24	10	0.000000
24	11	5.779988
24	12	3.653374
24	13	2.638355
24	14	5.079820
24	15	3.945533
24	16	3.740127
24	17	3.931215
24	18	4.639519
24	19	2.325528
24	20	0.000000
24	21	5.834344
24	22	4.925075
24	23	4.113865
24	24	4.977498
24	25	3.258198
24	26	1.652101
24	27	3.065476
24	28	2.771770
24	29	2.867215
24	30	7.253254
24	31	5.030072
24	32	4.375220
24	33	6.703747
24	34	4.199805
24	35	8.152376
24	36	7.377304
24	37	6.174028
24	38	5.659309
24	39	8.282014
24	40	6.748295
24	41	6.255874
24	42	5.676464
24	43	4.447359
24	44	6.075235
24	45	6.613385
24	46	6.117826
24	47	3.227607
24	48	7.592556
24	49	8.035793
24	50	4.738704
24	51	5.227165
24	52	4.949328
24	53	2.817910
24	54	4.706266
24	55	5.585085
24	56	3.209801
24	57	5.025575
24	58	6.672963
24	59	5.956268
24	60	4.233383
24	61	4.832055
24	62	7.323872
24	63	7.666328
24	64	7.032629
24	65	6.278504
24	66	4.333543
24	67	5.732410
24	68	5.711593
24	69	5.093087
24	70	2.950725
24	71	0.000000
24	72	0.000000
24	73	0.000000
24	74	0.000000
24	75	0.000000
24	76	0.000000
25	0	0.000000
25	1	0.000000
25	2	0.000000
25	3	0.000000
25	4	0.000000
25	5	2.184999
25	6	3.826015
25	7	4.323994
25	8	3.561573
25	9	5.154789
25	10	4.196973
25	11	1.112655
25	12	3.066283
25	13	4.488952
25	14	1.364226
25	15	2.697187
25	16	2.863701
25	17	4.120725
25	18	0.000000
25	19	0.000000
25	20	2.977745
25	21	4.848731
25	22	3.280677
25	23	3.981517
25	24	3.763796
25	25	2.607270
25	26	4.117636
25	27	4.243242
25	28	3.681804
25	29	2.259818
25	30	4.713371
25	31	4.964611
25	32	3.999536
25	33	5.313121
25	34	8.089055
25	35	7.206229
25	36	6.482203
25	37	5.027756
25	38	3.545544
25	39	7.137003
25	40	5.124092
25	41	7.099298
25	42	10.094067
25	43	7.021172
25	44	6.039252
25	45	6.340478
25	46	5.033293
25	47	6.189538
25	48	4.940326
25	49	5.886170
25	50	5.238415
25	51	5.319294
25	52	4.538656
25	53	4.577991
25	54	7.354615
25	55	7.018895
25	56	5.205701
25	57	6.402512
25	58	6.361161
25	59	3.444553
25	60	6.192841
25	61	4.788420
25	62	6.808953
25	63	3.157957
25	64	7.880248
25	65	8.915853
25	66	8.431321
25	67	7.777157
25	68	4.187737
25	69	3.480539
25	70	2.322860
25	71	4.688985
25	72	0.000000
25	73	0.000000
25	74	0.000000
25	75	0.000000
25	76	0.000000
26	0	0.000000
26	1	0.000000
26	2	0.000000
26	3	2.105623
26	4	3.231462
26	5	2.374324
26	6	4.043696
26	7	3.992655
26	8	6.418447
26	9	3.695019
26	10	4.325259
26	11	1.974243
26	12	0.000000
26	13	5.106396
26	14	5.901196
26	15	4.632010
26	16	3.893758
26	17	7.042486
26	18	4.518558
26	19	3.585980
26	20	5.029950
26	21	3.806314
26	22	5.773103
26	23	6.131852
26	24	4.391664
26	25	0.000000
26	26	4.958311
26	27	5.422670
26	28	6.126251
26	29	6.747516
26	30	3.914120
26	31	5.018157
26	32	5.469759
26	33	4.211963
26	34	7.086655
26	35	7.442052
26	36	6.989067
26	37	6.167497
26	38	8.675293
26	39	7.366905
26	40	7.937400
26	41	8.116840
26	42	5.268294
26	43	4.623893
26	44	4.994192
26	45	6.509323
26	46	4.726908
26	47	7.637212
26	48	2.719302
26	49	4.323994
26	50	4.675760
26	51	5.266296
26	52	5.972909
26	53	2.249256
26	54	2.502369
26	55	3.193269
26	56	7.747917
26	57	8.096303
26	58	8.301399
26	59	5.187342
26	60	5.169532
26	61	5.678475
26	62	4.610268
26	63	7.222450
26	64	10.064337
26	65	8.861924
26	66	4.698323
26	67	4.387128
26	68	8.863902
26	69	3.594740
26	70	1.888222
26	71	4.411246
26	72	0.000000
26	73	0.000000
26	74	0.000000
26	75	0.000000
26	76	0.000000
27	0	0.000000
27	1	0.000000
27	2	6.185113
27	3	0.000000
27	4	3.951795
27	5	0.000000
27	6	0.000000
27	7	5.026260
27	8	4.138803
27	9	6.641600
27	10	0.000000
27	11	5.148929
27	12	4.180003
27	13	4.938789
27	14	4.591011
27	15	3.915575
27	16	3.910156
27	17	2.453016
27	18	2.915777
27	19	5.805049
27	20	5.896462
27	21	3.473512
27	22	5.663499
27	23	1.883512
27	24	6.088834
27	25	4.041608
27	26	4.335646
27	27	4.794817
27	28	4.014867
27	29	4.581458
27	30	3.231213
27	31	4.666504
27	32	4.424484
27	33	7.404948
27	34	5.373954
27	35	6.091231
27	36	6.579762
27	37	9.081018
27	38	6.378975
27	39	7.170566
27	40	5.368290
27	41	5.827597
27	42	5.852690
27	43	7.099619
27	44	7.362670
27	45	7.400111
27	46	5.682922
27	47	6.538318
27	48	5.803260
27	49	4.780971
27	50	3.061234
27	51	7.410689
27	52	4.212510
27	53	7.883316
27	54	4.758964
27	55	4.179510
27	56	7.539146
27	57	7.563784
27	58	6.797306
27	59	6.380518
27	60	6.053254
27	61	4.701856
27	62	6.361332
27	63	6.335181
27	64	4.814058
27	65	4.051044
27	66	5.513374
27	67	5.455095
27	68	6.458748
27	69	3.611615
27	70	5.511084
27	71	0.000000
27	72	3.956270
27	73	0.000000
27	74	0.000000
27	75	0.000000
27	76	0.000000
28	0	0.000000
28	1	0.000000
28	2	0.000000
28	3	0.000000
28	4	4.630022
28	5	4.102510
28	6	6.027645
28	7	1.974319
28	8	3.328671
28	9	3.896966
28	10	2.337512
28	11	4.887154
28	12	4.395111
28	13	3.045597
28	14	3.245233
28	15	4.639008
28	16	1.785744
28	17	3.293312
28	18	4.565094
28	19	5.040257
28	20	2.711194
28	21	3.767239
28	22	4.185732
28	23	2.651787
28	24	5.017185
28	25	2.940300
28	26	4.896352
28	27	4.997839
28	28	3.925734
28	29	4.651711
28	30	5.475999
28	31	3.875754
28	32	3.305480
28	33	5.741755
28	34	4.866734
28	35	6.685574
28	36	6.401491
28	37	7.472647
28	38	7.606154
28	39	8.093656
28	40	7.105271
28	41	9.625289
28	42	7.698449
28	43	6.428195
28	44	4.174726
28	45	6.059904
28	46	6.718342
28	47	7.167190
28	48	5.272619
28	49	6.183850
28	50	7.040147
28	51	5.715484
28	52	6.482313
28	53	7.059914
28	54	4.667435
28	55	5.687866
28	56	6.191489
28	57	5.718795
28	58	6.705629
28	59	4.481563
28	60	4.268227
28	61	5.823779
28	62	4.256610
28	63	5.041671
28	64	3.037484
28	65	5.245529
28	66	3.813091
28	67	4.218154
28	68	4.960574
28	69	4.167557
28	70	4.522669
28	71	6.564312
28	72	4.206765
28	73	0.000000
28	74	0.000000
28	75	0.000000
28	76	0.000000
29	0	0.000000
29	1	0.000000
29	2	0.000000
29	3	4.450364
29	4	3.560150
29	5	4.539990
29	6	4.523861
29	7	0.000000
29	8	4.093510
29	9	2.576134
29	10	2.569741
29	11	0.000000
29	12	5.012571
29	13	4.388018
29	14	3.025501
29	15	4.261344
29	16	3.670089
29	17	4.216178
29	18	4.721719
29	19	4.678191
29	20	5.491363
29	21	7.160625
29	22	3.816978
29	23	2.551326
29	24	4.620984
29	25	5.598948
29	26	4.749960
29	27	6.195010
29	28	3.861715
29	29	7.018528
29	30	4.508171
29	31	4.275587
29	32	4.738193
29	33	6.834848
29	34	7.383581
29	35	7.484421
29	36	8.341089
29	37	6.598109
29	38	9.652138
29	39	5.751576
29	40	6.589812
29	41	6.789020
29	42	8.749029
29	43	2.830788
29	44	7.408642
29	45	7.509030
29	46	8.043383
29	47	6.225110
29	48	7.104282
29	49	6.234014
29	50	5.331624
29	51	6.439973
29	52	7.602050
29	53	6.592499
29	54	7.411997
29	55	5.270713
29	56	9.814571
29	57	5.503726
29	58	4.120651
29	59	3.268769
29	60	3.951300
29	61	3.945798
29	62	6.783382
29	63	1.886404
29	64	3.054553
29	65	6.198624
29	66	7.417909
29	67	5.480444
29	68	3.340728
29	69	4.660743
29	70	0.000000
29	71	2.988973
29	72	0.000000
29	73	0.000000
29	74	0.000000
29	75	0.000000
29	76	0.000000
30	0	0.000000
30	1	0.000000
30	2	1.654581
30	3	4.646079
30	4	4.304397
30	5	3.959881
30	6	4.337173
30	7	3.381199
30	8	6.339345
30	9	4.110609
30	10	6.063761
30	11	5.690906
30	12	4.402423
30	13	4.836509
30	14	2.303638
30	15	1.543450
30	16	5.268013
30	17	2.494870
30	18	3.603386
30	19	0.000000
30	20	2.280584
30	21	2.045896
30	22	3.453771
30	23	4.746690
30	24	2.793910
30	25	5.427926
30	26	3.561383
30	27	3.498385
30	28	5.021596
30	29	3.798801
30	30	2.366605
30	31	0.000000
30	32	5.328797
30	33	6.661180
30	34	5.975792
30	35	3.776760
30	36	7.534708
30	37	4.765746
30	38	5.886803
30	39	6.060562
30	40	3.703957
30	41	8.350235
30	42	6.370553
30	43	5.065688
30	44	5.108472
30	45	5.767290
30	46	6.310873
30	47	6.458572
30	48	8.908629
30	49	7.233214
30	50	6.467234
30	51	4.214126
30	52	4.918204
30	53	4.324819
30	54	8.645066
30	55	5.975695
30	56	5.485425
30	57	4.948668
30	58	2.389036
30	59	2.358455
30	60	5.382406
30	61	5.202484
30	62	3.911085
30	63	5.905416
30	64	4.286933
30	65	7.122707
30	66	4.106323
30	67	5.083094
30	68	5.344216
30	69	5.132177
30	70	5.002246
30	71	2.308113
30	72	0.000000
30	73	0.000000
30	74	0.000000
30	75	0.000000
30	76	0.000000
31	0	0.000000
31	1	0.000000
31	2	0.000000
31	3	5.704176
31	4	4.982406
31	5	4.187898
31	6	0.000000
31	7	4.928300
31	8	5.115382
31	9	5.905458
31	10	0.000000
31	11	5.335674
31	12	3.430178
31	13	3.937743
31	14	2.573448
31	15	4.312765
31	16	4.611106
31	17	5.282678
31	18	4.284494
31	19	3.412203
31	20	3.293312
31	21	3.813176
31	22	3.931043
31	23	3.315849
31	24	0.000000
31	25	3.427602
31	26	2.889406
31	27	4.072080
31	28	2.892152
31	29	6.984526
31	30	4.204908
31	31	2.912395
31	32	3.712568
31	33	4.469708
31	34	2.580416
31	35	5.326649
31	36	8.210516
31	37	8.883587
31	38	2.801695
31	39	6.155352
31	40	5.294214
31	41	4.113057
31	42	4.976620
31	43	3.952403
31	44	5.671025
31	45	4.953069
31	46	5.019342
31	47	8.841511
31	48	7.775508
31	49	5.687924
31	50	5.432124
31	51	5.420571
31	52	5.530059
31	53	5.190705
31	54	3.785363
31	55	5.780377
31	56	6.465725
31	57	5.682922
31	58	3.785578
31	59	5.930684
31	60	6.214851
31	61	2.821398
31	62	5.557731
31	63	4.169936
31	64	4.199480
31	65	4.922542
31	66	1.056813
31	67	4.175493
31	68	3.366249
31	69	4.416438
31	70	4.991266
31	71	5.102587
31	72	4.457496
31	73	8.680431
31	74	26.829353
31	75	0.000000
31	76	0.000000
32	0	0.000000
32	1	0.000000
32	2	4.909880
32	3	1.606657
32	4	3.091713
32	5	0.000000
32	6	3.834034
32	7	4.626994
32	8	3.660147
32	9	4.112750
32	10	4.849784
32	11	4.205619
32	12	3.910560
32	13	0.000000
32	14	6.082211
32	15	2.279746
32	16	2.401798
32	17	4.763435
32	18	4.607083
32	19	0.000000
32	20	5.495706
32	21	4.599840
32	22	5.013693
32	23	5.331219
32	24	4.770512
32	25	5.133667
32	26	4.247320
32	27	3.728803
32	28	3.840917
32	29	4.712723
32	30	2.543817
32	31	3.493992
32	32	5.311123
32	33	5.295223
32	34	4.292787
32	35	7.092093
32	36	8.356158
32	37	4.275450
32	38	6.704857
32	39	3.912190
32	40	4.752518
32	41	4.637313
32	42	4.792003
32	43	5.182798
32	44	4.592049
32	45	5.949404
32	46	5.312770
32	47	6.646363
32	48	6.180125
32	49	6.153985
32	50	5.983572
32	51	0.000000
32	52	5.134696
32	53	4.151408
32	54	6.186568
32	55	4.161561
32	56	5.630739
32	57	1.542311
32	58	5.001605
32	59	1.749501
32	60	2.832822
32	61	4.071970
32	62	4.929487
32	63	4.862939
32	64	4.929325
32	65	2.671978
32	66	4.661709
32	67	5.602742
32	68	5.559285
32	69	2.772393
32	70	6.980399
32	71	4.493426
32	72	5.020516
32	73	3.159347
32	74	0.000000
32	75	0.000000
32	76	0.000000
33	0	0.000000
33	1	5.727286
33	2	0.000000
33	3	1.357095
33	4	4.654640
33	5	2.665161
33	6	2.876235
33	7	4.418374
33	8	3.221265
33	9	3.929144
33	10	4.780815
33	11	0.000000
33	12	3.802124
33	13	0.000000
33	14	5.485264
33	15	3.719184
33	16	5.075383
33	17	4.102845
33	18	4.682104
33	19	3.744763
33	20	5.586138
33	21	4.267731
33	22	4.686112
33	23	4.672137
33	24	4.042823
33	25	5.229220
33	26	4.472593
33	27	2.429660
33	28	5.312663
33	29	5.080151
33	30	5.501314
33	31	4.365465
33	32	7.192446
33	33	4.934381
33	34	3.775453
33	35	4.873859
33	36	6.050808
33	37	6.314061
33	38	7.854950
33	39	2.483301
33	40	6.795675
33	41	4.890303
33	42	3.409395
33	43	5.236717
33	44	6.110979
33	45	4.876416
33	46	7.246721
33	47	6.031717
33	48	7.566862
33	49	7.376641
33	50	4.748445
33	51	3.660566
33	52	2.828280
33	53	5.448667
33	54	3.643778
33	55	4.955191
33	56	4.516566
33	57	3.758047
33	58	2.954333
33	59	0.000000
33	60	4.120437
33	61	3.531303
33	62	5.111333
33	63	4.190845
33	64	2.058002
33	65	5.620534
33	66	2.583450
33	67	4.898490
33	68	6.357611
33	69	4.091681
33	70	3.150833
33	71	0.000000
33	72	2.680578
33	73	4.004435
33	74	14.299109
33	75	0.000000
33	76	0.000000
34	0	0.000000
34	1	0.000000
34	2	5.050926
34	3	0.353970
34	4	4.209146
34	5	0.830950
34	6	4.740310
34	7	7.407266
34	8	2.250753
34	9	0.000000
34	10	2.275116
34	11	2.359606
34	12	4.146573
34	13	2.862220
34	14	0.000000
34	15	0.000000
34	16	0.000000
34	17	0.000000
34	18	4.366871
34	19	4.855746
34	20	3.613643
34	21	3.066283
34	22	5.378135
34	23	3.306478
34	24	5.373707
34	25	5.193316
34	26	3.181627
34	27	5.990716
34	28	5.929386
34	29	5.173013
34	30	4.596512
34	31	5.440242
34	32	2.150974
34	33	4.505760
34	34	3.527662
34	35	5.014265
34	36	5.845975
34	37	7.615927
34	38	5.558897
34	39	5.414007
34	40	5.914087
34	41	4.595313
34	42	3.780906
34	43	6.783863
34	44	5.294067
34	45	5.272581
34	46	4.434065
34	47	6.788363
34	48	6.023788
34	49	4.969577
34	50	6.921845
34	51	5.812166
34	52	4.416731
34	53	3.964936
34	54	4.542167
34	55	4.393551
34	56	4.233613
34	57	3.701061
34	58	3.324221
34	59	6.323146
34	60	3.052626
34	61	3.902351
34	62	4.927292
34	63	0.000000
34	64	4.356172
34	65	3.530970
34	66	4.951980
34	67	4.710162
34	68	7.070453
34	69	3.408099
34	70	5.549572
34	71	3.773971
34	72	3.060015
34	73	0.000000
34	74	0.000000
34	75	0.000000
34	76	0.000000
35	0	0.000000
35	1	0.000000
35	2	0.000000
35	3	1.711555
35	4	3.666803
35	5	3.763722
35	6	5.290390
35	7	4.080876
35	8	4.668104
35	9	2.569191
35	10	2.939942
35	11	3.077801
35	12	4.129376
35	13	2.572448
35	14	4.511025
35	15	4.644878
35	16	3.117732
35	17	4.235936
35	18	0.000000
35	19	0.000000
35	20	5.133424
35	21	3.870648
35	22	4.795851
35	23	3.228968
35	24	3.570723
35	25	1.820009
35	26	4.238319
35	27	3.429144
35	28	4.021806
35	29	7.399943
35	30	4.182970
35	31	2.601928
35	32	6.138303
35	33	6.133434
35	34	3.756830
35	35	7.188546
35	36	5.526007
35	37	5.262921
35	38	11.422894
35	39	8.305379
35	40	5.246391
35	41	5.875957
35	42	6.156431
35	43	6.238087
35	44	7.037463
35	45	4.722872
35	46	6.026667
35	47	4.818383
35	48	3.583277
35	49	5.188526
35	50	4.589797
35	51	2.393274
35	52	3.230750
35	53	5.277397
35	54	5.480109
35	55	1.972122
35	56	4.244966
35	57	2.294998
35	58	3.750445
35	59	3.888212
35	60	3.285700
35	61	4.246920
35	62	3.466544
35	63	4.729726
35	64	5.189240
35	65	5.725400
35	66	3.895884
35	67	4.356905
35	68	4.150474
35	69	3.427923
35	70	5.268749
35	71	4.607083
35	72	0.000000
35	73	0.000000
35	74	0.000000
35	75	0.000000
35	76	0.000000
36	0	0.000000
36	1	0.000000
36	2	4.078285
36	3	0.000000
36	4	0.000000
36	5	2.049993
36	6	0.000000
36	7	4.309124
36	8	2.404213
36	9	3.651912
36	10	2.033185
36	11	0.000000
36	12	2.744052
36	13	0.000000
36	14	3.648985
36	15	5.705614
36	16	0.000000
36	17	3.565154
36	18	4.197345
36	19	3.569110
36	20	4.691253
36	21	5.260421
36	22	5.233050
36	23	3.669566
36	24	2.182909
36	25	0.000000
36	26	3.013317
36	27	5.059178
36	28	6.013617
36	29	4.266510
36	30	3.711247
36	31	3.997308
36	32	2.415796
36	33	4.598550
36	34	4.719263
36	35	5.529235
36	36	6.736092
36	37	6.914453
36	38	6.591903
36	39	4.376033
36	40	5.698048
36	41	4.631031
36	42	3.485831
36	43	8.141432
36	44	6.238166
36	45	5.294700
36	46	3.089588
36	47	3.557849
36	48	5.851798
36	49	4.705860
36	50	7.299014
36	51	3.155462
36	52	3.125347
36	53	3.567462
36	54	6.007287
36	55	2.860826
36	56	1.750455
36	57	5.894957
36	58	5.155007
36	59	3.457856
36	60	0.000000
36	61	3.725218
36	62	3.478288
36	63	1.458652
36	64	3.615095
36	65	5.498751
36	66	6.076868
36	67	6.282278
36	68	5.389875
36	69	5.619307
36	70	5.329836
36	71	3.838002
36	72	0.000000
36	73	0.000000
36	74	0.000000
36	75	0.000000
36	76	0.000000
37	0	0.000000
37	1	3.763024
37	2	0.000000
37	3	6.728531
37	4	2.802605
37	5	3.746833
37	6	3.687634
37	7	3.566433
37	8	5.251396
37	9	4.604666
37	10	5.191166
37	11	5.016321
37	12	4.554712
37	13	3.830198
37	14	3.677751
37	15	0.000000
37	16	2.394055
37	17	3.870042
37	18	3.095230
37	19	3.318995
37	20	4.441483
37	21	4.672518
37	22	1.215160
37	23	1.170043
37	24	3.896507
37	25	3.700754
37	26	4.817391
37	27	2.110090
37	28	4.699197
37	29	4.754748
37	30	5.727557
37	31	3.036406
37	32	4.021578
37	33	4.865708
37	34	3.975997
37	35	6.154260
37	36	5.017464
37	37	5.096208
37	38	7.000364
37	39	4.273998
37	40	6.685942
37	41	4.168304
37	42	3.435318
37	43	7.589903
37	44	6.828870
37	45	9.598935
37	46	6.559506
37	47	5.982068
37	48	5.692811
37	49	4.396459
37	50	4.613303
37	51	4.575861
37	52	0.000000
37	53	5.088206
37	54	3.862457
37	55	3.066774
37	56	2.566306
37	57	4.186820
37	58	4.180716
37	59	2.712907
37	60	3.153312
37	61	4.184618
37	62	0.000000
37	63	5.204477
37	64	3.561767
37	65	4.882726
37	66	5.180076
37	67	2.258234
37	68	2.910743
37	69	5.722382
37	70	4.229646
37	71	3.614931
37	72	0.000000
37	73	0.000000
37	74	5.723892
37	75	0.000000
37	76	0.000000
38	0	0.000000
38	1	0.000000
38	2	0.000000
38	3	2.085926
38	4	2.281178
38	5	2.371154
38	6	2.526478
38	7	4.750953
38	8	5.034873
38	9	4.063104
38	10	0.000000
38	11	3.938305
38	12	4.950240
38	13	2.482315
38	14	3.572563
38	15	3.732639
38	16	2.934344
38	17	4.700659
38	18	3.172326
38	19	4.095790
38	20	0.000000
38	21	4.565896
38	22	3.407158
38	23	4.143017
38	24	6.633216
38	25	3.502454
38	26	2.888790
38	27	3.367226
38	28	4.068799
38	29	4.434065
38	30	4.210625
38	31	3.740386
38	32	4.868140
38	33	5.907957
38	34	4.349542
38	35	3.662842
38	36	5.189416
38	37	6.308173
38	38	7.969654
38	39	5.161796
38	40	5.492260
38	41	5.209614
38	42	4.557856
38	43	6.461258
38	44	4.811955
38	45	4.840781
38	46	6.799331
38	47	5.741420
38	48	4.849722
38	49	3.475699
38	50	4.696341
38	51	0.000000
38	52	4.998041
38	53	3.388004
38	54	3.972916
38	55	3.014898
38	56	3.171306
38	57	4.898956
38	58	0.000000
38	59	0.000000
38	60	3.292782
38	61	3.182930
38	62	3.216841
38	63	4.211600
38	64	4.950393
38	65	4.793863
38	66	5.191719
38	67	5.289658
38	68	2.447602
38	69	2.274998
38	70	3.229450
38	71	5.455956
38	72	2.529509
38	73	2.302999
38	74	0.000000
38	75	0.000000
38	76	0.000000
39	0	0.000000
39	1	0.000000
39	2	1.511176
39	3	2.368300
39	4	0.000000
39	5	4.340892
39	6	2.633859
39	7	0.000000
39	8	2.955946
39	9	5.443259
39	10	6.718367
39	11	6.162619
39	12	5.546460
39	13	5.793590
39	14	4.510863
39	15	2.975352
39	16	3.410009
39	17	4.092181
39	18	5.852894
39	19	2.584752
39	20	3.898335
39	21	4.538127
39	22	4.341538
39	23	5.568170
39	24	3.389424
39	25	4.268092
39	26	4.806074
39	27	3.536199
39	28	3.175484
39	29	5.627949
39	30	4.513200
39	31	2.827702
39	32	4.133367
39	33	2.587046
39	34	4.253173
39	35	4.468204
39	36	5.140378
39	37	5.921264
39	38	5.147970
39	39	4.520425
39	40	5.727286
39	41	4.539872
39	42	4.341836
39	43	3.933536
39	44	4.185906
39	45	6.411938
39	46	3.771204
39	47	3.715803
39	48	3.612172
39	49	6.212410
39	50	3.905465
39	51	0.000000
39	52	3.680960
39	53	4.083497
39	54	3.132855
39	55	4.823623
39	56	2.748652
39	57	3.973904
39	58	4.846923
39	59	3.772526
39	60	0.000000
39	61	5.171623
39	62	4.742304
39	63	3.686336
39	64	3.727017
39	65	5.025264
39	66	5.060431
39	67	3.242078
39	68	3.584182
39	69	4.897036
39	70	0.000000
39	71	0.000000
39	72	4.511983
39	73	0.000000
39	74	0.000000
39	75	0.000000
39	76	0.000000
40	0	0.000000
40	1	0.000000
40	2	0.000000
40	3	0.000000
40	4	3.916574
40	5	1.527829
40	6	1.888000
40	7	4.333360
40	8	1.312816
40	9	5.656384
40	10	4.345428
40	11	4.133367
40	12	4.515318
40	13	5.235325
