---------- Counts of Element Cu ----------
row	column	line1	line2	ratio
8	23	2683	450	5.953366
8	24	2673	478	5.588561
8	25	2652	449	5.903878
8	26	2547	413	6.156097
8	27	2306	404	5.700521
8	28	2096	357	5.865860
8	29	2042	351	5.816675
8	30	2257	413	5.457098
8	31	2464	402	6.129341
8	32	2412	413	5.833950
8	33	2244	391	5.737048
8	34	2086	344	6.048977
8	35	2218	388	5.710499
8	36	2527	424	5.956485
8	37	2586	396	6.526621
8	38	2059	367	5.600683
8	39	1875	361	5.190758
8	40	2159	366	5.885087
8	41	2669	409	6.519153
8	42	2712	443	6.119174
8	43	2685	378	7.084631
8	44	2729	426	6.407747
8	45	2678	463	5.775290
8	46	2880	431	6.673899
8	47	2681	460	5.819502
8	48	2572	402	6.385409
8	49	2295	404	5.673069
8	50	2269	370	6.121155
8	51	2234	375	5.955967
8	52	2188	356	6.145425
8	53	2319	382	6.056921
8	54	2504	434	5.765004
8	55	2496	395	6.311305
8	56	2359	352	6.694520
8	57	2009	360	5.572233
8	58	1928	352	5.473396
8	59	1946	347	5.595696
8	60	1928	305	6.309127
8	61	1417	264	5.366759
8	62	1011	168	6.007624
8	63	340	81	4.171469
8	64	0	0	0.000000
8	65	0	0	0.000000
8	66	82	0	0.000000
8	67	75	0	0.000000
8	68	60	0	0.000000
8	69	75	0	0.000000
8	70	0	0	0.000000
8	71	67	0	0.000000
8	72	72	0	0.000000
8	73	69	0	0.000000
8	74	83	0	0.000000
8	75	0	0	0.000000
8	76	62	0	0.000000
9	0	0	0	0.000000
9	1	0	0	0.000000
9	2	0	0	0.000000
9	3	73	0	0.000000
9	4	77	0	0.000000
9	5	0	0	0.000000
9	6	55	0	0.000000
9	7	0	0	0.000000
9	8	21	4	4.406165
9	9	0	0	0.000000
9	10	125	20	5.999935
9	11	791	91	8.608133
9	12	1766	267	6.612145
9	13	2585	412	6.273193
9	14	2890	509	5.674641
9	15	2917	490	5.953120
9	16	2745	459	5.971658
9	17	2766	451	6.125676
9	18	2735	474	5.763601
9	19	2657	471	5.634196
9	20	2622	436	6.004486
9	21	2649	422	6.278270
9	22	2682	422	6.355244
9	23	2739	442	6.196077
9	24	2749	418	6.571677
9	25	2603	457	5.694261
9	26	2603	439	5.924193
9	27	2273	386	5.875689
9	28	2052	334	6.136646
9	29	1946	334	5.826338
9	30	2294	402	5.705723
9	31	2458	412	5.964975
9	32	2465	445	5.533156
9	33	2491	398	6.246172
9	34	2175	364	5.966802
9	35	2154	390	5.517439
9	36	2373	413	5.738798
9	37	2475	436	5.669671
9	38	2139	358	5.960431
9	39	1687	324	5.192737
9	40	1987	352	5.635581
9	41	2578	456	5.655326
9	42	2725	434	6.277489
9	43	2672	456	5.858898
9	44	2734	430	6.346134
9	45	2661	410	6.483042
9	46	2689	453	5.931055
9	47	2633	448	5.869681
9	48	2584	432	5.979635
9	49	2453	400	6.125421
9	50	2211	373	5.926838
9	51	2113	358	5.893330
9	52	2049	315	6.503196
9	53	2264	356	6.352802
9	54	2460	444	5.532927
9	55	2468	379	6.495585
9	56	2062	391	5.272060
9	57	1875	316	5.928629
9	58	1729	310	5.573760
9	59	1793	306	5.852538
9	60	1975	358	5.514228
9	61	1978	366	5.393910
9	62	1604	271	5.916632
9	63	995	183	5.439758
9	64	327	78	4.192692
9	65	0	0	0.000000
9	66	80	0	0.000000
9	67	83	0	0.000000
9	68	0	0	0.000000
9	69	0	0	0.000000
9	70	56	0	0.000000
9	71	84	0	0.000000
9	72	0	0	0.000000
9	73	88	0	0.000000
9	74	0	0	0.000000
9	75	0	0	0.000000
9	76	62	0	0.000000
10	0	75	0	0.000000
10	1	67	0	0.000000
10	2	82	0	0.000000
10	3	0	0	0.000000
10	4	55	0	0.000000
10	5	55	0	0.000000
10	6	0	0	0.000000
10	7	24	0	0.000000
10	8	16	0	0.000000
10	9	79	8	8.890001
10	10	707	113	6.213657
10	11	1618	263	6.132189
10	12	2455	371	6.607553
10	13	2925	453	6.447301
10	14	2961	460	6.434323
10	15	2857	435	6.567565
10	16	2883	445	6.472330
10	17	2868	478	5.998893
10	18	2713	414	6.548838
10	19	2589	442	5.851407
10	20	2535	376	6.735598
10	21	2527	405	6.235830
10	22	2593	430	6.026279
10	23	2653	470	5.635017
10	24	2637	454	5.808584
10	25	2684	443	6.050714
10	26	2542	391	6.486590
10	27	2442	394	6.193482
10	28	2128	349	6.096915
10	29	1967	345	5.685687
10	30	2320	411	5.637673
10	31	2528	428	5.905331
10	32	2527	412	6.124525
10	33	2539	398	6.365159
10	34	2315	353	6.544514
10	35	2214	354	6.246974
10	36	2356	426	5.525499
10	37	2424	415	5.832219
10	38	2042	339	6.009348
10	39	1578	300	5.245651
10	40	1797	318	5.648822
10	41	2352	379	6.190422
10	42	2761	448	6.154769
10	43	2759	451	6.107452
10	44	2708	439	6.158307
10	45	2702	447	6.040100
10	46	2733	440	6.207315
10	47	2684	441	6.079181
10	48	2673	404	6.616304
10	49	2447	467	5.237590
10	50	2252	383	5.880911
10	51	2118	317	6.674337
10	52	2119	377	5.612847
10	53	2223	381	5.820337
10	54	2398	381	6.284615
10	55	2239	387	5.777998
10	56	1859	360	5.151391
10	57	1810	316	5.727792
10	58	1838	357	5.141710
10	59	1806	327	5.509349
10	60	1859	326	5.690321
10	61	2115	348	6.069137
10	62	2118	357	5.920136
10	63	1600	278	5.748874
10	64	816	130	6.272783
10	65	264	0	0.000000
10	66	84	0	0.000000
10	67	0	0	0.000000
10	68	0	0	0.000000
10	69	76	48	1.557007
10	70	0	0	0.000000
10	71	72	33	2.158184
10	72	88	0	0.000000
10	73	66	0	0.000000
10	74	66	0	0.000000
10	75	0	0	0.000000
10	76	0	0	0.000000
11	0	0	0	0.000000
11	1	0	0	0.000000
11	2	78	0	0.000000
11	3	72	0	0.000000
11	4	67	0	0.000000
11	5	37	0	0.000000
11	6	0	0	0.000000
11	7	0	0	0.000000
11	8	27	0	0.000000
11	9	510	85	5.948319
11	10	1538	247	6.212206
11	11	2352	420	5.591693
11	12	2870	460	6.233766
11	13	2765	464	5.953526
11	14	2768	439	6.293302
11	15	2769	449	6.164723
11	16	2719	436	6.228869
11	17	2844	427	6.653075
11	18	2757	458	6.007470
11	19	2551	452	5.640885
11	20	2528	408	6.187377
11	21	2487	428	5.799919
11	22	2659	444	5.982862
11	23	2737	439	6.222945
11	24	2739	453	6.039527
11	25	2732	468	5.833293
11	26	2716	473	5.730983
11	27	2561	398	6.433654
11	28	2164	401	5.394202
11	29	2165	391	5.533458
11	30	2381	430	5.538201
11	31	2465	416	5.917222
11	32	2569	429	5.986990
11	33	2558	442	5.782800
11	34	2418	402	6.010944
11	35	2284	382	5.976745
11	36	2393	394	6.071623
11	37	2446	429	5.691434
11	38	2134	328	6.498761
11	39	1742	322	5.410844
11	40	1855	278	6.651007
11	41	2288	403	5.666325
11	42	2606	443	5.875395
11	43	2648	422	6.273134
11	44	2711	466	5.815658
11	45	2666	392	6.791524
11	46	2709	419	6.450908
11	47	2632	462	5.688185
11	48	2755	448	6.144579
11	49	2640	394	6.687866
11	50	2436	416	5.843080
11	51	2253	429	5.248038
11	52	2226	371	5.993377
11	53	2315	387	5.967669
11	54	2250	409	5.488391
11	55	2103	387	5.432559
11	56	1983	337	5.875738
11	57	2007	321	6.244921
11	58	2165	351	6.164748
11	59	1943	344	5.635257
11	60	1893	348	5.437411
11	61	2208	341	6.469314
11	62	2286	347	6.587853
11	63	1977	304	6.488557
11	64	1484	265	5.589787
11	65	752	105	7.123893
11	66	171	61	2.774959
11	67	102	43	2.354649
11	68	0	0	0.000000
11	69	63	0	0.000000
11	70	0	0	0.000000
11	71	64	0	0.000000
11	72	73	0	0.000000
11	73	0	0	0.000000
11	74	93	0	0.000000
11	75	81	0	0.000000
11	76	0	0	0.000000
12	0	75	0	0.000000
12	1	85	0	0.000000
12	2	0	0	0.000000
12	3	69	0	0.000000
12	4	43	21	2.003029
12	5	0	0	0.000000
12	6	0	0	0.000000
12	7	0	0	0.000000
12	8	331	44	7.382008
12	9	1313	212	6.170052
12	10	2206	380	5.797187
12	11	2781	448	6.200610
12	12	2880	440	6.539036
12	13	2797	462	6.053695
12	14	2702	418	6.451371
12	15	2746	483	5.676586
12	16	2759	456	6.049092
12	17	2749	432	6.355248
12	18	2823	424	6.655022
12	19	2780	445	6.240853
12	20	2705	439	6.160227
12	21	2769	455	6.082629
12	22	2686	413	6.500323
12	23	2696	430	6.261063
12	24	2731	485	5.631393
12	25	2678	481	5.563952
12	26	2701	405	6.662411
12	27	2645	440	6.002404
12	28	2361	420	5.618039
12	29	2331	396	5.875625
12	30	2273	370	6.137179
12	31	2409	354	6.789094
12	32	2579	464	5.546780
12	33	2537	416	6.099770
12	34	2353	413	5.697809
12	35	2216	375	5.907369
12	36	2186	439	4.976724
12	37	2346	383	6.112005
12	38	2251	365	6.155948
12	39	1848	310	5.944804
12	40	1785	302	5.895773
12	41	2248	383	5.870681
12	42	2648	419	6.320889
12	43	2721	414	6.562541
12	44	2646	418	6.322270
12	45	2658	428	6.209982
12	46	2676	460	5.813601
12	47	2687	446	6.014180
12	48	2731	432	6.318134
12	49	2754	461	5.975756
12	50	2657	420	6.315436
12	51	2557	397	6.432877
12	52	2482	392	6.329447
12	53	2402	413	5.805972
12	54	2382	395	6.020040
12	55	2264	382	5.926083
12	56	2172	364	5.956178
12	57	2249	406	5.528491
12	58	2306	397	5.796341
12	59	2109	351	5.994937
12	60	2018	331	6.093069
12	61	2114	382	5.531665
12	62	2109	369	5.717727
12	63	2138	354	6.025254
12	64	1894	332	5.700822
12	65	1362	237	5.728637
12	66	527	116	4.523356
12	67	97	0	0.000000
12	68	95	46	2.051395
12	69	0	0	0.000000
12	70	0	0	0.000000
12	71	73	0	0.000000
12	72	88	0	0.000000
12	73	0	0	0.000000
12	74	0	0	0.000000
12	75	0	0	0.000000
12	76	74	0	0.000000
13	0	76	0	0.000000
13	1	83	0	0.000000
13	2	62	0	0.000000
13	3	57	36	1.573390
13	4	33	0	0.000000
13	5	0	0	0.000000
13	6	0	0	0.000000
13	7	104	0	0.000000
13	8	929	157	5.902135
13	9	2019	305	6.610264
13	10	2623	414	6.330957
13	11	2771	478	5.789337
13	12	2777	480	5.779714
13	13	2782	450	6.173455
13	14	2747	447	6.135492
13	15	2695	469	5.744947
13	16	2759	476	5.797862
13	17	2677	439	6.089079
13	18	2809	494	5.681547
13	19	2943	450	6.526912
13	20	2788	479	5.820035
13	21	2805	490	5.722179
13	22	2667	493	5.409977
