---------- Counts of Element Pb ----------
row	column	line1	line2	ratio
22	7	30	17	1.754579
22	8	25	14	1.776233
22	9	25	39	0.659270
22	10	44	44	0.995241
22	11	54	30	1.822936
22	12	47	34	1.386143
22	13	45	35	1.284895
22	14	60	34	1.743088
22	15	44	39	1.125546
22	16	43	23	1.892131
22	17	57	40	1.411171
22	18	56	39	1.453870
22	19	45	26	1.678284
22	20	50	19	2.520801
22	21	35	20	1.678128
23	0	36	24	1.502966
23	1	31	18	1.715779
23	2	40	15	2.585765
23	3	32	33	0.951009
23	4	28	17	1.660890
23	5	34	32	1.063168
23	6	36	30	1.197400
23	7	37	31	1.167799
23	8	26	18	1.431696
23	9	50	17	2.860059
23	10	30	24	1.220704
23	11	33	28	1.184638
23	12	27	39	0.683424
23	13	40	24	1.621078
23	14	56	32	1.745071
23	15	38	21	1.829212
23	16	61	26	2.290359
23	17	57	23	2.430646
23	18	47	28	1.682388
23	19	41	35	1.187564
23	20	39	12	3.260985
23	21	30	27	1.119732
24	0	31	27	1.158590
24	1	31	24	1.275494
24	2	35	40	0.870577
24	3	39	20	1.943315
24	4	37	29	1.293516
24	5	46	32	1.400909
24	6	35	26	1.307185
24	7	27	18	1.498177
24	8	40	22	1.775448
24	9	45	19	2.275526
24	10	34	21	1.600735
24	11	38	28	1.354878
24	12	34	20	1.657012
24	13	53	36	1.493223
24	14	64	28	2.262883
24	15	47	42	1.124286
24	16	50	30	1.664813
24	17	35	24	1.455351
24	18	52	27	1.928429
24	19	57	27	2.115026
24	20	35	26	1.336792
24	21	30	20	1.507269
25	0	25	17	1.459853
25	1	44	19	2.295465
25	2	31	16	1.851460
25	3	31	31	0.992171
25	4	37	26	1.397699
25	5	21	17	1.211480
25	6	32	28	1.121783
25	7	41	25	1.613140
25	8	34	37	0.940906
25	9	25	16	1.557530
25	10	31	18	1.739191
25	11	27	21	1.287137
25	12	36	36	1.016570
25	13	32	11	2.957527
25	14	39	28	1.356540
25	15	33	29	1.127217
25	16	21	31	0.681505
25	17	39	11	3.296498
25	18	39	17	2.295091
25	19	31	35	0.888253
25	20	24	21	1.134742
25	21	32	21	1.515483
