---------- Counts of Element Ca ----------
row	column	line1	line2	ratio
20	10	23	0	inf
20	11	11	0	inf
20	12	10	0	inf
20	13	12	0	inf
20	14	9	0	inf
20	15	9	0	inf
20	16	21	0	inf
20	17	9	0	inf
20	18	21	0	inf
20	19	10	0	inf
20	20	13	0	inf
20	21	15	0	inf
21	0	9	0	inf
21	1	15	0	inf
21	2	10	0	inf
21	3	11	0	inf
21	4	6	0	inf
21	5	7	0	inf
21	6	10	0	inf
21	7	14	0	inf
21	8	16	0	inf
21	9	17	0	inf
21	10	9	0	inf
21	11	17	0	inf
21	12	13	0	inf
21	13	15	0	inf
21	14	16	0	inf
21	15	8	0	inf
21	16	13	0	inf
21	17	11	0	inf
21	18	16	0	inf
21	19	18	0	inf
21	20	14	0	inf
21	21	13	0	inf
22	0	15	0	inf
22	1	14	0	inf
22	2	13	0	inf
22	3	10	0	inf
22	4	9	0	inf
22	5	14	0	inf
22	6	8	0	inf
22	7	11	0	inf
22	8	9	0	inf
22	9	9	0	inf
22	10	11	0	inf
22	11	13	0	inf
22	12	10	0	inf
22	13	4	0	inf
22	14	10	0	inf
22	15	19	0	inf
22	16	14	0	inf
22	17	22	0	inf
22	18	21	0	inf
22	19	15	0	inf
22	20	10	0	inf
22	21	11	0	inf
23	0	7	0	inf
23	1	9	0	inf
23	2	12	0	inf
23	3	10	0	inf
23	4	17	0	inf
23	5	13	0	inf
23	6	17	0	inf
23	7	16	0	inf
23	8	15	0	inf
23	9	17	0	inf
23	10	16	0	inf
23	11	16	0	inf
23	12	18	0	inf
23	13	12	0	inf
23	14	9	0	inf
23	15	7	0	inf
23	16	12	0	inf
23	17	16	0	inf
23	18	13	0	inf
23	19	13	0	inf
23	20	21	0	inf
23	21	14	0	inf
24	0	13	0	inf
24	1	9	0	inf
24	2	14	0	inf
24	3	8	0	inf
24	4	14	0	inf
24	5	13	0	inf
24	6	17	0	inf
24	7	23	0	inf
24	8	7	0	inf
24	9	15	0	inf
24	10	17	0	inf
24	11	26	0	inf
24	12	9	0	inf
24	13	6	0	inf
24	14	11	0	inf
24	15	9	0	inf
24	16	5	0	inf
24	17	9	0	inf
24	18	12	0	inf
24	19	14	0	inf
24	20	13	0	inf
24	21	8	0	inf
25	0	9	0	inf
25	1	11	0	inf
25	2	9	0	inf
25	3	14	0	inf
25	4	19	0	inf
25	5	13	0	inf
25	6	14	0	inf
25	7	7	0	inf
25	8	6	0	inf
25	9	9	0	inf
25	10	10	0	inf
25	11	8	0	inf
25	12	6	0	inf
25	13	8	0	inf
25	14	4	0	inf
25	15	7	0	inf
25	16	3	0	inf
25	17	7	0	inf
25	18	2	0	inf
25	19	7	0	inf
25	20	7	0	inf
25	21	11	0	inf
